name	score
Someone Like You...	6.1
America's Sweethearts	5.7
Riding in Cars with Boys	6.5
Jimmy Neutron: Boy Genius	6.0
Heist	6.5
Out Cold	6.3
Cats & Dogs	5.1
The Glass House	5.8
The One	5.9
O	6.2
Lost and Delirious	7.0
Get Over It	5.8
Final Fantasy: The Spirits Within	6.4
Saving Silverman	5.9
Secret Ballot	6.7
In the Bedroom	7.5
Formula 51	6.3
Enigma	6.4
Summer Catch	5.0
The Anniversary Party	6.3
Cowboy Bebop: The Movie	7.9
Freddy Got Fingered	4.5
Mean Machine	6.5
Sugar & Spice	5.6
Monkeybone	4.7
Hardball	6.4
The Tailor of Panama	6.1
Domestic Disturbance	5.5
Driven	4.5
Captain Corelli's Mandolin	5.9
Hedwig and the Angry Inch	7.8
Buffalo Soldiers	6.9
The Animal	4.8
Head Over Heels	5.4
Black Knight	4.8
The Center of the World	5.9
Knockaround Guys	6.1
Tierra de nadie	8.0
Crazy/Beautiful	6.5
3000 Miles to Graceland	5.9
Iris	7.1
Exit Wounds	5.5
One Night at McCool's	6.1
The Shipping News	6.8
Pulse	6.6
Antitrust	6.1
Angel Eyes	5.6
Crush	5.9
Max Keeble's Big Move	5.4
Estrenando Cuerpo	5.4
L.I.E.	7.2
Kabhi Khushi Kabhie Gham...	7.5
Town & Country	4.4
American Outlaws	6.0
Impostor	6.2
Human Nature	6.4
What's the Worst That Could Happen?	5.5
Texas Rangers	5.2
Tomcats	5.3
Birthday Girl	6.1
Monsoon Wedding	7.4
Sangre caníbal	6.0
The Curse of the Jade Scorpion	6.8
Kissing Jessica Stein	6.6
Dr. Dolittle 2	4.7
Tape	7.3
Made	6.4
Just Visiting	5.8
Glitter	2.2
Millennium Actress	7.9
Fat Girl	6.5
El mosquetero	4.7
Lovely & Amazing	6.9
Thirteen Conversations About One Thing	7.1
The Grey Zone	7.1
The Other Side of Heaven	6.5
Say It Isn't So	4.9
An American Rhapsody	6.9
Bones	4.1
Storytelling	6.9
See Spot Run	5.4
The Brothers	6.4
Dil Chahta Hai	8.2
The Wash	4.7
The Deep End	6.7
Charlotte Gray	6.4
Son of the Bride	7.9
The Forsaken	5.3
La Ciénaga	7.0
Me Without You	7.0
Corky Romano	4.6
Manic	7.4
The Affair of the Necklace	6.1
Recess: School's Out	6.6
Bride of the Wind	5.7
Joe Somebody	5.5
Read My Lips	7.4
The Cat's Meow	6.4
Soul Survivors	3.9
CQ	6.3
Parejas en conflicto	7.3
Dog Days	7.1
Blow Dry	6.3
Tortilla Soup	6.6
Invincible	6.5
Ashoka the Great	6.7
Two Can Play That Game	6.1
Mostly Martha	7.3
Wasabi	6.6
Kingdom Come	5.7
The Son's Room	7.4
The Caveman's Valentine	6.0
Intacto	6.9
On the Line	4.1
Little Secrets	6.5
Atanarjuat: The Fast Runner	7.5
The Safety of Objects	6.6
En algún lugar de África	7.7
Gangs of New York	7.5
Harry Potter and the Chamber of Secrets	7.4
Spider-Man	7.3
Catch Me If You Can	8.1
City of God	8.7
The Pianist	8.5
A Walk to Remember	7.4
Irreversible	7.4
Chicago	7.2
28 Days Later...	7.6
The Lord of the Rings: The Two Towers	8.7
The Ring	7.1
8 Mile	7.0
Scooby-Doo	5.0
Unfaithful	6.7
Minority Report	7.7
Secretary	7.0
The Bourne Identity	7.9
The Count of Monte Cristo	7.7
Road to Perdition	7.7
Sweet Home Alabama	6.2
Star Wars: Episode II - Attack of the Clones	6.6
We Were Soldiers	7.2
Panic Room	6.8
Insomnia	7.2
The Hours	7.6
Dragón rojo	7.2
Resident Evil	6.7
Equilibrium	7.5
Die Another Day	6.1
Men in Black II	6.1
Signs	6.7
Adaptation.	7.7
Blade II	6.7
Casarse... está en griego	6.6
Star Trek: Nemesis	6.4
Ice Age	7.6
xXx	5.8
The Hot Chick	5.5
Lilo & Stitch	7.2
Austin Powers in Goldmember	6.2
Bend It Like Beckham	6.7
Phone Booth	7.1
Frida	7.4
Orange County	6.2
Treasure Planet	7.1
K-19: The Widowmaker	6.7
Van Wilder: Party Liaison	6.4
Reign of Fire	6.2
The Scorpion King	5.5
Punch-Drunk Love	7.3
Ghost Ship	5.5
The Sweetest Thing	5.1
Solaris	6.2
The Transporter	6.8
About a Boy	7.1
Life or Something Like It	5.8
Hero	7.9
Infernal Affairs	8.1
Queen of the Damned	5.3
The Mothman Prophecies	6.5
Two Weeks Notice	6.1
Enough	5.7
The Good Girl	6.5
25th Hour	7.7
Cabin Fever	5.6
Spirit: Stallion of the Cimarron	7.1
The Time Machine	5.9
Halloween: Resurrection	4.1
Blue Crush	5.6
Windtalkers	6.0
Collateral Damage	5.5
Mr. Deeds	5.8
The Sum of All Fears	6.4
Maid in Manhattan	5.1
John Q	7.1
The Rules of Attraction	6.7
Talk to Her	8.0
Bad Company	5.6
High Crimes	6.3
Asterix and Obelix Meet Cleopatra	6.6
Tuck Everlasting	6.7
Spy Kids 2: Island of Lost Dreams	5.1
Moonlight Mile	6.7
Spider	6.8
Confessions of a Dangerous Mind	7.1
About Schmidt	7.2
Murder by Numbers	6.1
Far from Heaven	7.4
Eight Crazy Nights	5.3
Friday After Next	5.8
Crossroads	3.4
One Hour Photo	6.8
Eight Legged Freaks	5.4
40 Days and 40 Nights	5.6
Sympathy for Mr. Vengeance	7.7
Big Fat Liar	5.4
Nicholas Nickleby	7.2
The Tuxedo	5.3
S1m0ne	6.1
Trapped	6.2
The New Guy	5.9
May	6.7
Spun	6.8
The Rookie	7.0
Swept Away	3.6
Boat Trip	4.9
Undisputed	6.2
Kung Pow: Enter the Fist	6.2
White Oleander	7.2
Mujer fatal	6.3
Dark Blue	6.6
The Santa Clause 2	5.6
Changing Lanes	6.5
Paid in Full	7.1
Below	6.2
Clockstoppers	5.2
Big Trouble	6.5
Hollywood Ending	6.6
Snow Dogs	5.1
Swimfan	5.0
Drumline	5.7
La leyenda de las ballenas	7.6
Blood Work	6.4
The Four Feathers	6.5
Barbershop	6.3
Like Mike	5.1
Secret Things	6.1
24 Hour Party People	7.4
Showtime	5.5
I Spy	5.4
The Salton Sea	7.2
The Master of Disguise	3.3
The Importance of Being Earnest	6.9
Hart's War	6.3
Bubba Ho-Tep	7.2
Ju-on: The Grudge	6.7
Undercover Brother	5.8
Lilya 4-Ever	7.9
Dirty Pretty Things	7.4
Divine Secrets of the Ya-Ya Sisterhood	6.0
The Adventures of Pluto Nash	3.8
Antwone Fisher	7.3
Stuart Little 2	5.4
Narc	7.2
Tierra de sueños	7.8
Rollerball	3.0
Waking Up in Reno	5.5
Dragonfly	6.1
Death to Smoochy	6.4
The Reckoning	6.6
Dahmer	5.6
Serving Sara	5.3
Sorority Boys	5.4
Darkness	5.4
L'auberge espagnole	7.3
The Quiet American	7.1
Russian Ark	7.4
They	4.8
Sonny	5.7
Cerca de la libertad	7.5
Poolhall Junkies	7.0
Bundy	5.9
Peter Pan II: Return to Neverland	5.8
Abandon	4.9
Real Women Have Curves	7.0
Laurel Canyon	6.4
Feardotcom	3.3
The Country Bears	4.0
Evelyn	7.0
Slackers	5.3
Ballistic: Ecks vs. Sever	3.6
Analyze That	5.9
Gerry	6.2
The Magdalene Sisters	7.8
Devdas	7.6
Auto Focus	6.6
8 Women	7.1
New Best Friend	5.3
Bloody Sunday	7.7
The Emperor's Club	6.9
Possession	6.4
Deuces Wild	5.6
Igby Goes Down	7.0
Heaven	7.1
City by the Sea	6.1
Eye See You	5.3
Sweet Sixteen	7.5
The Truth About Charlie	4.8
All or Nothing	7.6
Full Frontal	4.8
Half Past Dead	4.6
The Man Without a Past	7.7
Brown Sugar	6.5
All About the Benjamins	5.8
The Banger Sisters	5.6
Pinocchio	4.2
Open Hearts	7.6
Pumpkin	6.3
El crimen del padre Amaro	6.8
Sendero de sangre	7.0
The Guru	5.4
The Slaughter Rule	6.1
City of Ghosts	6.0
Roger Dodger	7.0
He Loves Me... He Loves Me Not	7.2
Mondays in the Sun	7.7
Morvern Callar	6.8
The Powerpuff Girls Movie	6.5
XX/XY	6.0
The Wild Thornberrys Movie	5.3
Welcome to Collinwood	6.4
State Property	4.4
Juwanna Mann	4.5
Empire	6.0
The Eye	6.7
Better Luck Tomorrow	7.2
Hey Arnold! The Movie	5.9
Max	6.6
So Close	6.7
The Room	3.6
Pirates of the Caribbean: The Curse of the Black Pearl	8.0
Kill Bill: Vol. 1	8.1
The Lord of the Rings: The Return of the King	8.9
Love Actually	7.7
Oldboy: Cinco días para vengarse	8.4
Jeepers Creepers II	5.6
Mystic River	8.0
The Dreamers	7.2
Hulk	5.7
Finding Nemo	8.1
Lost in Translation	7.8
The Texas Chainsaw Massacre	6.2
Thirteen	6.8
Monster: Asesina en serie	7.3
Wrong Turn	6.1
Cheaper by the Dozen	5.8
The Matrix Reloaded	7.2
Holes	7.1
Underworld	7.0
Big Fish	8.0
Daredevil	5.3
The Last Samurai	7.7
School of Rock	7.1
Terminator 3: Rise of the Machines	6.3
The Italian Job	7.0
Identity	7.3
Freddy vs. Jason	5.8
Old School	7.2
2 Fast 2 Furious	5.9
Matrix Revolutions	6.7
Dogville	8.0
The League of Extraordinary Gentlemen	5.8
Peter Pan	6.9
House of 1000 Corpses	6.0
Dreamcatcher	5.5
Lara Croft Tomb Raider: The Cradle of Life	5.5
Cold Mountain	7.2
Bruce Almighty	6.7
X-Men 2	7.5
Master and Commander: The Far Side of the World	7.4
Open Range	7.5
The Rundown	6.7
Elf	6.9
How to Lose a Guy in 10 Days	6.4
The Cat in the Hat	3.8
Freaky Friday	6.1
Charlie's Angels: Full Throttle	4.8
Girl with a Pearl Earring	7.0
Bad Boys II	6.6
American Wedding	6.3
Secondhand Lions	7.6
Final Destination 2	6.2
21 Grams	7.7
The Life of David Gale	7.6
Memories of Murder	8.1
House of Sand and Fog	7.6
The Lizzie McGuire Movie	5.4
Once Upon a Time in Mexico	6.4
The Core	5.5
Scary Movie 3	5.5
Mona Lisa Smile	6.4
The Brown Bunny	5.0
Anger Management	6.2
Down with Love	6.3
The Human Stain	6.3
Open Water	5.7
High Tension	6.8
Under the Tuscan Sun	6.8
Tears of the Sun	6.6
Hollywood Homicide	5.3
Spy Kids 3: Game Over	4.2
Sinbad: Legend of the Seven Seas	6.7
What a Girl Wants	5.8
The Missing	6.5
Something's Gotta Give	6.7
Gothika	5.8
S.W.A.T.	6.0
Johnny English	6.1
Agent Cody Banks	5.0
The Haunted Mansion	4.9
Básico y letal	6.5
Bad Santa	7.1
View from the Top	5.2
Paycheck	6.3
Swimming Pool: juegos perversos	6.8
Matchstick Men	7.3
Daddy Day Care	5.5
The Recruit	6.6
Elephant	7.2
Tierra de osos	6.8
Cold Creek Manor	4.9
A Man Apart	6.1
Malibu's Most Wanted	5.1
Bringing Down the House	5.6
Más allá de las fronteras	6.5
Timeline	5.6
Good Bye Lenin!	7.7
Looney Tunes: Back in Action	5.7
Out of Time	6.5
Wonderland	6.6
Runaway Jury	7.1
Stuck on You	5.8
Kangaroo Jack	4.4
Intolerable Cruelty	6.3
Darkness Falls	5.0
Honey	5.3
Love Me If You Dare	7.7
Gigli	2.4
In the Cut	5.3
The Order	5.2
The Hunted	6.0
Dumb and Dumberer: When Harry Met Lloyd	3.4
Just Married	5.4
Shanghai Knights	6.2
Legally Blonde 2: Red, White & Blonde	4.7
Seabiscuit	7.3
Uptown Girls	6.1
The Return	8.0
Grind	6.0
Coffee and Cigarettes	7.1
The Station Agent	7.7
House of the Dead	2.0
Cradle 2 the Grave	5.8
Evil	7.8
Lutero	6.6
Radio	6.9
Love Don't Cost a Thing	5.1
The Medallion	5.2
National Security	5.6
Gods and Generals	6.3
Chasing Papi	4.8
Shattered Glass	7.2
A Guy Thing	5.6
The Divorce	4.9
Willard	6.2
Camp	6.3
Ned Kelly	6.5
From Justin to Kelly	2.1
Party Monster	6.3
Anything Else	6.4
Bulletproof Monk	5.5
Sylvia	6.3
Ong-Bak: The Thai Warrior	7.2
Young Adam	6.5
The In-Laws	5.7
Rugrats Go Wild	5.6
Head of State	5.4
The Triplets of Belleville	7.8
Dickie Roberts: Former Child Star	5.6
The Best of Youth	8.5
All the Real Girls	6.9
Duplex	5.9
Saints and Soldiers	6.8
Tokyo Godfathers	7.9
Calendar Girls	6.9
I Capture the Castle	7.1
Barely Legal	4.8
I Am David	7.3
Confidence	6.7
The Cooler	7.0
A Mighty Wind	7.3
Biker Boyz	4.6
Kal Ho Naa Ho	8.0
American Splendor	7.5
It Runs in the Family	5.6
Veronica Guerin	6.9
The Shape of Things	6.7
The United States of Leland	7.1
Pieces of April	7.1
Latter Days	7.1
The Green Butchers	7.3
My Boss's Daughter	4.7
How to Deal	5.6
Taxi 3	5.8
Carandiru	7.6
The Jungle Book 2	5.4
Spring, Summer, Fall, Winter... and Spring	8.1
The Singing Detective	5.6
Dorm Daze	4.6
Good Boy!	5.1
The Mother	6.9
Kontroll	7.7
29 palmas - Pasiones salvajes	5.2
The Fighting Temptations	5.5
Time of the Wolf	6.6
La vida sin mí	7.6
Undead	5.5
Intermission	6.9
Code 46	6.2
Bright Young Things	6.6
The Barbarian Invasions	7.7
Gozu	7.1
Shade	6.4
The Visual Bible: The Gospel of John	7.7
The Blind Swordsman: Zatoichi	7.6
The Company	6.4
Piglet's Big Movie	6.0
Koi... Mil Gaya	7.1
Pride and Prejudice	5.3
Alex & Emma	5.6
Japanese Story	6.7
Stander	7.2
Owning Mahowny	7.1
I'm Not Scared	7.5
Easy	5.9
I'll Sleep When I'm Dead	5.9
Zero Day	7.3
Deliver Us from Eva	6.1
Nathalie...	6.3
It's All About Love	5.5
Dot the I	6.8
Masked and Anonymous	5.5
Strayed	6.6
Baadasssss!	7.4
Chalte Chalte	6.6
Reconstruction	7.4
Goodbye, Dragon Inn	7.1
The Battle of Shaker Heights	6.1
The Memory of a Killer	7.4
The Notebook	7.9
Saw	7.7
Troy	7.2
The Village	6.5
Hellboy	6.8
Mean Girls	7.0
Harry Potter and the Prisoner of Azkaban	7.8
The Incredibles	8.0
Eternal Sunshine of the Spotless Mind	8.3
The Day After Tomorrow	6.4
Kill Bill: Vol. 2	8.0
The Punisher	6.5
EuroTrip	6.6
Shaun of the Dead	8.0
Van Helsing	6.0
The Phantom of the Opera	7.3
The Girl Next Door	6.8
White Chicks	5.5
The Machinist	7.7
Crash	7.8
Napoleon Dynamite	6.9
Downfall	8.3
Million Dollar Baby	8.1
The Butterfly Effect	7.7
Chucky 5: El Hijo de Chucky	4.9
Layer Cake	7.4
Dawn of the Dead	7.3
The Passion of the Christ	7.2
The Life Aquatic with Steve Zissou	7.3
Closer	7.3
Howl's Moving Castle	8.2
El aviador	7.5
Dodgeball: A True Underdog Story	6.7
King Arthur	6.3
A Series of Unfortunate Events	6.8
13 Going on 30	6.1
Finding Neverland	7.7
Spider-Man 2	7.3
Collateral	7.6
I, Robot	7.1
The Bourne Supremacy	7.8
Shrek 2	7.2
Man on Fire	7.7
Alexander	5.5
The Chronicles of Riddick	6.7
A Cinderella Story	5.9
The Terminal	7.3
Sideways	7.5
50 First Dates	6.8
9 Songs	4.9
Anchorman: The Legend of Ron Burgundy	7.2
AVP: Alien vs. Predator	5.6
National Treasure	6.9
The Princess Diaries 2: Royal Engagement	5.7
Blade: Trinity	5.9
Juego de viernes por la noche	7.3
Ocean's Twelve	6.5
Along Came Polly	5.9
Dirty Dancing: Havana Nights	6.0
Primer	6.9
Harold & Kumar Go to White Castle	7.1
Team America: World Police	7.2
Ella Enchanted	6.3
Garden State	7.5
The Stepford Wives	5.2
Sleepover	5.3
The Grudge	5.9
Confessions of a Teenage Drama Queen	4.6
The Polar Express	6.6
Resident Evil: Apocalypse	6.2
Before Sunset	8.0
Hotel Rwanda	8.1
Secret Window	6.6
Meet the Fockers	6.3
The Manchurian Candidate	6.6
Shark Tale	6.0
Taking Lives	6.2
Catwoman	3.3
Kung Fu Hustle	7.8
The Ladykillers	6.2
Walking Tall	6.2
Scooby-Doo 2: Monsters Unleashed	5.0
Spanglish	6.4
Sky Captain and the World of Tomorrow	6.1
Around the World in 80 Days	5.8
The SpongeBob SquarePants Movie	7.0
Miracle	7.5
Ray	7.7
Bridget Jones: The Edge of Reason	5.9
The Sea Inside	8.0
Raise Your Voice	5.9
A Very Long Engagement	7.7
Wicker Park	7.0
Taxi	4.4
The Prince and Me	5.9
Starsky & Hutch	6.1
Flight of the Phoenix	6.1
Chasing Liberty	6.1
Mysterious Skin	7.7
Catch That Kid	5.2
Wimbledon	6.3
D.E.B.S.	5.3
Cellular	6.5
Dead Man's Shoes	7.7
La isla maldita	6.4
I Heart Huckabees	6.7
Garfield	5.0
District B13	7.2
Kinsey	7.1
The Forgotten	5.8
Without a Paddle	5.9
The Motorcycle Diaries	7.8
Jersey Girl	6.2
House of Flying Daggers	7.6
Vanity Fair	6.2
2046	7.5
Soul Plane	4.4
Thunderbirds	4.2
Exorcist: The Beginning	5.1
Club Dread	5.7
Win a Date with Tad Hamilton!	5.6
The Perfect Score	5.7
Saved!	6.8
Hidalgo	6.7
Mean Creek	7.3
You Got Served	3.5
Christmas with the Kranks	5.2
After the Sunset	6.3
Torque	4.0
The Libertine	6.4
Beyond the Sea	6.7
A Dirty Shame	5.1
New York Minute	4.9
First Daughter	5.0
The Merchant of Venice	7.1
Birth	6.1
Bad Education	7.5
Alfie	6.2
My Summer of Love	6.8
Bride & Prejudice	6.2
The Big Bounce	4.9
Agent Cody Banks 2: Destination London	4.5
The Final Cut	6.2
Shall We Dance	6.1
The Alamo	6.0
Ladder 49	6.5
Anacondas: The Hunt for the Blood Orchid	4.6
Raising Helen	6.0
The Chorus	7.9
The Woodsman	7.2
Before the Fall	7.4
Superbabies: Baby Geniuses 2	2.0
Ghost in the Shell 2: Innocence	7.6
Envy	4.8
The Whole Ten Yards	5.5
De-Lovely	6.6
A Love Song for Bobby Long	7.2
Night Watch	6.5
Veer-Zaara	7.9
Twisted	5.2
Two Brothers	7.1
Home on the Range	5.4
The Heart Is Deceitful Above All Things	6.6
In Good Company	6.5
Fat Albert	4.3
P.S.	6.3
Johnson Family Vacation	4.4
The Door in the Floor	6.7
Amor o sexo	6.8
Riding the Bullet	5.2
Three... Extremes	7.0
Spartan	6.6
Head in the Clouds	6.6
Bobby Jones: Stroke of Genius	6.7
Ma mère	5.1
Las leyes de atracción	5.9
Maria Full of Grace	7.5
Lila Says	7.0
She Hate Me	5.3
Summer Storm	7.4
Millions	6.9
House of D	7.0
Black Friday	8.6
Little Black Book	5.3
Melinda and Melinda	6.5
It's All Gone Pete Tong	7.4
Vera Drake	7.7
Ladies in Lavender	7.1
Undertow	6.7
As It Is in Heaven	7.6
Eulogy	6.7
Welcome to Mooseport	5.2
Swades	8.3
Saving Face	7.5
Suspect Zero	5.9
Eating Out	5.9
Dear Frankie	7.8
Enduring Love	6.4
Godsend	4.8
The Clearing	5.9
Highwaymen	5.7
Saint Ralph	7.6
Rory O'Shea Was Here	7.9
Barbershop 2: Back in Business	5.7
Julia, una mujer seductora	7.0
Turtles Can Fly	8.1
We Don't Live Here Anymore	6.3
A Good Woman	6.5
Eros	6.0
3-Iron	8.1
Mr 3000	5.5
Calvaire	6.2
Stage Beauty	7.2
Palindromes	6.8
Modigliani	7.4
Surviving Christmas	5.3
Connie and Carla	6.3
Steamboy	6.9
A Home at the End of the World	6.8
Yu-Gi-Oh!: The Movie	4.6
Rent	7.0
Charlie and the Chocolate Factory	6.7
Harry Potter and the Goblet of Fire	7.7
Batman Begins	8.3
Serenity	7.9
V for Vendetta	8.2
Sin City	8.0
Pride & Prejudice	7.8
The Hitchhiker's Guide to the Galaxy	6.8
Brokeback Mountain	7.7
Wedding Crashers	7.0
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	6.9
The Longest Yard	6.4
Hostel	5.9
Kingdom of Heaven	7.2
Star Wars: Episode III - Revenge of the Sith	7.6
War of the Worlds	6.5
Constantine	6.9
Elektra	4.8
Walk the Line	7.9
The Descent	7.2
The Amityville Horror	6.0
Hitch	6.6
King Kong	7.2
The 40-Year-Old Virgin	7.1
Mr. & Mrs. Smith	6.5
Saw II	6.6
The Squid and the Whale	7.4
The Devil's Rejects	6.9
Corpse Bride	7.4
Sky High	6.2
The Island	6.9
The Wedding Date	6.1
Green Street Hooligans	7.5
Cinderella Man	8.0
Jarhead	7.0
Munich	7.6
Be Cool	5.7
Hostage	6.6
A History of Violence	7.5
Fantastic Four	5.7
Match Point	7.7
Zathura: A Space Adventure	6.1
Nanny McPhee	6.6
Madagascar	6.9
The Dukes of Hazzard	5.1
Lord of War	7.6
Hard Candy	7.1
Flightplan	6.2
Memoirs of a Geisha	7.4
The Exorcism of Emily Rose	6.7
The New World	6.7
La casa de cera	5.3
Cheaper by the Dozen 2	5.5
Four Brothers	6.9
The Adventures of Sharkboy and Lavagirl 3-D	3.5
Kiss Kiss Bang Bang	7.6
Waiting...	6.8
The Brothers Grimm	5.9
Æon Flux	5.5
The Sisterhood of the Traveling Pants	6.5
xXx: State of the Union	4.4
Casanova	6.5
Red Eye	6.5
Robots	6.3
Just Friends	6.2
Just Like Heaven	6.7
Brick	7.4
The Legend of Zorro	5.9
Coach Carter	7.3
Herbie Fully Loaded	4.8
Rumor Has It...	5.5
The Pacifier	5.6
Hide and Seek	5.9
Wolf Creek	6.3
Chicken Little	5.8
Lords of Dogtown	7.1
Derailed	6.6
The Skeleton Key	6.5
Into the Blue	5.8
Doom	5.2
Imagine Me & You	6.8
Revolver	6.5
Transporter 2	6.3
Tierra de los muertos	6.2
The Constant Gardener	7.5
Capote	7.4
The Producers	6.4
Broken Flowers	7.2
Sahara	6.0
Thank You for Smoking	7.6
Syriana	7.0
Harsh Times	6.9
Stay	6.9
Hoodwinked!	6.5
The Family Stone	6.3
Regresiones de un hombre muerto	7.1
Yours, Mine & Ours	5.4
Ice Princess	6.0
Lady Vengeance	7.6
Diary of a Mad Black Woman	5.7
Caché	7.3
Proof	6.8
The Ring Two	5.4
Kinky Boots	7.1
The Proposition	7.4
Domino	6.0
Son of the Mask	2.2
A Lot Like Love	6.6
Si te casas... te mato	5.5
Dark Water	5.6
Get Rich or Die Tryin'	5.1
The Cave	5.1
Tideland	6.5
The Ringer	5.8
The Fog	3.6
North Country	7.3
The World's Fastest Indian	7.8
Fun with Dick and Jane	6.1
Elizabethtown	6.4
Good Night, and Good Luck.	7.5
Hustle & Flow	7.4
Oliver Twist	6.9
Deuce Bigalow: European Gigolo	4.6
Bewitched	4.8
In Her Shoes	6.5
The Curse of the Were-Rabbit	7.5
Feast	6.4
Alone in the Dark	2.3
The Notorious Bettie Page	6.6
Three Burials	7.4
Prime	6.2
An Unfinished Life	7.0
Miss Congeniality 2: Armed and Fabulous	5.0
Unleashed	7.0
The Interpreter	6.4
Are We There Yet?	4.6
La marca de la bestia	5.0
Fever Pitch	6.2
Stealth	5.0
The Greatest Game Ever Played	7.5
Kicking & Screaming	5.6
The Ballad of Jack and Rose	6.7
The Quiet	6.4
London	6.6
Assault on Precinct 13	6.3
Romance & Cigarettes	6.3
Where the Truth Lies	6.5
Guess Who	5.9
BloodRayne	2.9
Boogeyman	4.1
Beowulf & Grendel	5.9
Because of Winn-Dixie	6.4
Pretty Persuasion	6.6
Goal! The Dream Begins	6.7
The Great Raid	6.7
Must Love Dogs	5.9
Cry_Wolf	5.9
The Protector	7.1
Bad News Bears	5.8
Transamerica	7.4
Beauty Shop	5.5
Adam's Apples	7.8
Rebound	5.1
Man of the House	5.4
Two for the Money	6.2
Supercross	4.1
The Perfect Man	5.5
Everything Is Illuminated	7.5
Racing Stripes	5.2
Strangers with Candy	6.1
Venom	4.7
Angel-A	7.1
Junebug	7.0
The Weather Man	6.6
Joyeux Noel	7.8
Manderlay	7.4
Thumbsucker	6.6
Happy Endings	6.5
A Sound of Thunder	4.2
White Noise	5.5
Breakfast on Pluto	7.3
Black	8.2
Dominion: Prequel to the Exorcist	5.3
Little Manhattan	7.6
Mirrormask	6.9
Shopgirl	6.4
La mujer de mi hermano	6.2
The Upside of Anger	6.9
Dirty Deeds	5.9
Keeping Mum	6.8
An American Haunting	5.0
Me and You and Everyone We Know	7.3
Tamara	5.2
Mrs Henderson Presents	7.1
Lovewrecked	4.9
Dreamer: Inspired by a True Story	6.9
The White Countess	6.7
Last Days	5.8
The Zodiac	5.4
The Aura	7.3
Asylum	6.1
Valiant	5.6
Tsotsi	7.3
Time to Leave	7.1
The Chumscrubber	7.0
Roll Bounce	6.0
The Matador	6.8
The Man	5.5
13 Tzameti	7.4
Man-Thing	4.0
Winter Passing	6.4
Shadowboxer	5.6
Marilyn Hotchkiss' Ballroom Dancing & Charm School	6.6
Sophie Scholl: The Final Days	7.7
Paradise Now	7.5
Russian Dolls	7.0
L'enfant	7.5
Dirty Love	3.5
The Death of Mr. Lazarescu	8.0
The Prestige	8.5
The Departed	8.5
Pan's Labyrinth	8.2
300	7.7
Pirates of the Caribbean: Dead Man's Chest	7.3
The Fountain	7.3
Children of Men	7.9
Casino Royale	8.0
Apocalypto	7.8
The Devil Wears Prada	6.8
The Lives of Others	8.5
Cars	7.1
Idiocracy	6.6
Terror en Silent Hill	6.6
The Pursuit of Happyness	8.0
Little Miss Sunshine	7.8
Pisando firme	6.4
Half Nelson	7.2
The Hills Have Eyes	6.4
The Holiday	6.9
She's the Man	6.4
The Fast and the Furious: Tokyo Drift	6.0
The Da Vinci Code	6.6
Marie Antoinette	6.4
Diamante de sangre	8.0
The Fall	7.9
A Good Year	6.9
Sospechas mortales	6.9
Inside Man	7.6
Babel	7.5
Saw III	6.2
The Texas Chainsaw Massacre: The Beginning	5.9
Smokin' Aces	6.7
The Illusionist	7.6
Rocky Balboa	7.2
El Perfume: Historia de un asesino	7.5
X-Men III: La batalla final	6.7
Click	6.4
The Break-Up	5.8
Deja Vu	7.0
Grandma's Boy	7.0
Step Up	6.5
Miami Vice	6.0
Superman Returns	6.1
John Tucker Must Die	5.8
Talladega Nights: The Ballad of Ricky Bobby	6.6
Mission: Impossible III	6.9
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	7.3
This Is England	7.7
Lucky Number Slevin	7.8
Night at the Museum	6.4
Monster House	6.6
The Covenant	5.3
Poseidon	5.6
Dreamgirls	6.5
The Host	7.0
Accepted	6.5
Black Snake Moan	7.0
Basic Instinct 2	4.2
Little Children	7.6
RV	5.5
The Good Shepherd	6.7
We Are Marshall	7.1
Eragon	5.1
A Scanner Darkly	7.1
Black Book	7.8
El imperio	7.0
Lady in the Water	5.6
Shortbus	6.5
Tenacious D in The Pick of Destiny	6.8
Letters from Iwo Jima	7.9
Crank	7.0
Al otro lado del mundo	7.5
Stranger Than Fiction	7.6
World Trade Center	6.0
Criaturas rastreras	6.5
Happy Feet	6.5
Eight Below	7.3
The Lake House	6.8
Flags of our Fathers	7.1
Over the Hedge	6.8
The Last King of Scotland	7.7
Underworld: Evolution	6.7
Flushed Away	6.6
Destino final 3	5.8
United 93	7.6
Ultraviolet	4.4
Rescue Dawn	7.3
Cashback	7.2
Tell No One	7.6
Nacho Libre	5.7
Notes on a Scandal	7.4
The Queen	7.3
Serpientes a bordo	5.6
Invincible	7.1
Aquamarine	5.3
Paprika	7.7
The Wicker Man	3.7
The Marine	4.7
Beerfest	6.3
La Dalia Negra	5.6
The Omen	5.5
Bug	6.1
Just My Luck	5.4
The Benchwarmers	5.6
Scary Movie 4	5.1
Failure to Launch	5.6
Scoop	6.7
Turistas	5.3
DOA: Dead or Alive	4.8
The Guardian	6.9
Rang De Basanti	8.3
Volver	7.6
When a Stranger Calls	5.1
The Pink Panther	5.6
Peaceful Warrior	7.3
Wristcutters: A Love Story	7.4
Zoom	4.3
Severance	6.5
Charlotte's Web	6.3
Penelope	6.8
Tristan + Isolde	6.9
All the King's Men	6.2
Date Movie	2.7
